age race earnwke senior married union female hogwarts hhouse
2734 45 Pureblood 634 Senior Married Non-Union Female Graduated Hufflepuff
2735 56 Pureblood 432 Senior Married Non-Union Male Drop-Out Hufflepuff
2736 22 Pureblood 600 Senior Single Non-Union Male Graduated Slytherin
2737 33 Pureblood 519 Senior Single Non-Union Female Graduated Gryffindor
2738 27 Pureblood 519 Senior Single Non-Union Female Graduated Gryffindor
2739 48 Pureblood 1173.07 Senior Single Union Male Drop-Out Gryffindor
2740 33 Muggle-Born 800 Senior Married Non-Union Female Graduated Ravenclaw
2741 54 Pureblood 2019.23 Senior Married Non-Union Male Graduated Gryffindor
2742 56 Pureblood 2180.8 Senior Married Non-Union Female Graduated Ravenclaw
2743 31 Muggle-Born 1153.84 Senior Married Non-Union Male Graduated Gryffindor
2744 28 Muggle-Born 769.23 Senior Married Non-Union Female Graduated Gryffindor
2745 42 Pureblood 475 Senior Married Non-Union Male Drop-Out Ravenclaw
2746 43 Muggle-Born 393.75 Senior Married Non-Union Female Graduated Ravenclaw
2747 44 Halfblood 730.76 Junior Single Non-Union Male Graduated Slytherin
2748 34 Pureblood 992.3 Senior Married Union Male Graduated Gryffindor
2749 32 Pureblood 250 Senior Married Non-Union Female Graduated Gryffindor
2750 56 Pureblood 1000 Senior Single Non-Union Female Graduated Gryffindor
2751 38 Pureblood 200 Junior Married Non-Union Female Graduated Ravenclaw
2752 42 Muggle-Born 1384.61 Senior Married Non-Union Female Graduated Slytherin
2753 30 Halfblood 750 Senior Married Non-Union Male Graduated Slytherin
2754 60 Pureblood 718.75 Senior Single Non-Union Male Graduated Slytherin
2755 46 Pureblood 788 Senior Married Non-Union Female Drop-Out Hufflepuff
2756 49 Muggle-Born 795.6 Senior Married Non-Union Male Graduated Hufflepuff
2757 46 Pureblood 393.75 Senior Married Non-Union Female Graduated Hufflepuff
2758 58 Pureblood 203 Junior Married Non-Union Female Drop-Out Slytherin
2759 54 Pureblood 2115.38 Senior Married Non-Union Male Graduated Ravenclaw
2760 52 Pureblood 1153.84 Senior Married Non-Union Female Graduated Ravenclaw
2761 38 Pureblood 480 Senior Single Non-Union Female Drop-Out Gryffindor
2762 38 Pureblood 1700 Senior Single Non-Union Female Graduated Ravenclaw
2763 61 Pureblood 0 Junior Married Non-Union Female Graduated Ravenclaw
2764 36 Pureblood 1550 Senior Married Union Male Graduated Ravenclaw
2765 39 Pureblood 1550 Senior Married Union Female Graduated Ravenclaw
2766 29 Pureblood 1050 Senior Married Union Male Graduated Hufflepuff
2767 30 Pureblood 769.23 Senior Married Union Female Graduated Hufflepuff
2768 40 Pureblood 458.4 Junior Single Union Female Drop-Out Hufflepuff
2769 29 Halfblood 222 Senior Single Non-Union Male Drop-Out Slytherin
2770 40 Pureblood 300 Senior Married Non-Union Male Graduated Ravenclaw
2771 21 Pureblood 650 Senior Single Non-Union Female Drop-Out Slytherin
2772 23 Muggle-Born 650 Senior Single Non-Union Female Drop-Out Slytherin
2773 54 Pureblood 450 Senior Single Non-Union Male Drop-Out Slytherin
2774 53 Pureblood 1153.84 Senior Married Non-Union Female Drop-Out Hufflepuff
2775 53 Pureblood 544 Senior Single Union Male Drop-Out Slytherin
2776 47 Pureblood 1903.84 Senior Married Union Male Graduated Slytherin
2777 46 Pureblood 1453.84 Senior Single Union Female Graduated Ravenclaw
2778 32 Halfblood 400 Senior Married Non-Union Male Drop-Out Slytherin
2779 31 Halfblood 576 Senior Married Union Female Drop-Out Slytherin
2780 56 Pureblood 384.61 Junior Married Union Male Drop-Out Gryffindor
2781 23 Pureblood 517.94 Senior Single Non-Union Female Drop-Out Slytherin
2782 41 Pureblood 346 Senior Single Non-Union Male Graduated Slytherin
2783 35 Pureblood 351 Senior Single Non-Union Female Drop-Out Slytherin
2784 23 Halfblood 450 Senior Single Non-Union Female Graduated Slytherin
2785 26 Pureblood 576.92 Senior Married Non-Union Female Graduated Slytherin
2786 60 Pureblood 938 Senior Married Non-Union Male Graduated Gryffindor
2787 61 Pureblood 270 Senior Married Non-Union Female Graduated Gryffindor
2788 30 Pureblood 274.15 Senior Married Non-Union Male Graduated Ravenclaw
2789 58 Pureblood 865.38 Junior Married Non-Union Female Graduated Slytherin
2790 63 Pureblood 1057.69 Senior Married Non-Union Male Drop-Out Hufflepuff
2791 28 Pureblood 1440 Junior Married Union Male Graduated Hufflepuff
2792 25 Pureblood 769.23 Senior Married Union Female Graduated Hufflepuff
2793 45 Pureblood 1442.3 Senior Single Non-Union Female Graduated Hufflepuff
2794 39 Pureblood 1096.15 Senior Single Union Female Graduated Hufflepuff
2795 23 Pureblood 400 Senior Single Non-Union Male Graduated Slytherin
2796 22 Pureblood 150 Senior Single Non-Union Female Graduated Slytherin
2797 29 Pureblood 237.6 Senior Married Non-Union Female Graduated Ravenclaw
2798 41 Pureblood 1884 Senior Married Non-Union Male Graduated Hufflepuff
2799 38 Pureblood 1135 Senior Married Non-Union Female Graduated Hufflepuff
2800 35 Pureblood 2884.61 Senior Married Non-Union Male Graduated Ravenclaw
2801 56 Halfblood 400 Senior Married Non-Union Male Graduated Hufflepuff
2802 49 Pureblood 560 Senior Married Non-Union Female Graduated Hufflepuff
2803 55 Pureblood 1000 Junior Married Non-Union Male Graduated Slytherin
2804 55 Pureblood 753.84 Senior Married Non-Union Male Graduated Hufflepuff
2805 54 Pureblood 807.69 Senior Married Non-Union Female Graduated Hufflepuff
2806 36 Pureblood 400 Senior Single Non-Union Female Graduated Hufflepuff
2807 47 Pureblood 673 Senior Single Non-Union Female Drop-Out Gryffindor
2808 53 Pureblood 553.6 Senior Single Non-Union Female Drop-Out Hufflepuff
2809 38 Pureblood 760 Senior Single Union Female Graduated Hufflepuff
2810 27 Pureblood 653.84 Junior Single Non-Union Male Drop-Out Ravenclaw
2811 25 Pureblood 136 Senior Single Non-Union Female Graduated Ravenclaw
2812 50 Pureblood 300 Senior Married Non-Union Female Drop-Out Slytherin
2813 56 Pureblood 96 Senior Married Non-Union Male Graduated Hufflepuff
2814 51 Muggle-Born 576.92 Senior Married Non-Union Female Graduated Hufflepuff
2815 43 Pureblood 461.53 Senior Married Non-Union Female Graduated Hufflepuff
2816 53 Pureblood 600 Senior Married Non-Union Male Graduated Ravenclaw
2817 18 Pureblood 150 Senior Single Non-Union Female Graduated Hufflepuff
2818 50 Pureblood 230.76 Senior Single Union Female Graduated Hufflepuff
2819 52 Muggle-Born 480.8 Senior Single Non-Union Female Graduated Ravenclaw
2820 44 Pureblood 1000 Senior Married Non-Union Male Graduated Slytherin
2821 31 Pureblood 1350 Senior Married Non-Union Male Graduated Ravenclaw
2822 30 Pureblood 600 Junior Married Union Female Graduated Ravenclaw
2823 26 Halfblood 296 Junior Single Non-Union Female Graduated Slytherin
2824 18 Pureblood 224 Senior Single Non-Union Male Drop-Out Hufflepuff
2825 31 Pureblood 600 Senior Single Non-Union Female Graduated Ravenclaw
2826 56 Pureblood 2173.07 Senior Married Non-Union Male Graduated Ravenclaw
2827 61 Pureblood 1442.3 Senior Married Non-Union Female Graduated Ravenclaw
2828 19 Pureblood 345 Junior Single Non-Union Female Drop-Out Ravenclaw
2829 61 Pureblood 184.61 Junior Married Non-Union Female Graduated Hufflepuff
2830 50 Halfblood 296 Senior Married Non-Union Male Graduated Slytherin
2831 53 Halfblood 420 Senior Married Non-Union Female Graduated Slytherin
2832 60 Pureblood 200 Junior Married Non-Union Female Graduated Hufflepuff
2833 35 Pureblood 570 Senior Married Non-Union Male Drop-Out Hufflepuff
2834 33 Pureblood 480 Senior Married Non-Union Female Graduated Hufflepuff
2835 38 Pureblood 826 Senior Married Non-Union Male Graduated Slytherin
2836 26 Pureblood 805 Senior Married Non-Union Female Graduated Slytherin
2837 42 Pureblood 1923.07 Senior Married Non-Union Male Graduated Hufflepuff
2838 38 Pureblood 270 Senior Married Non-Union Female Graduated Hufflepuff
2839 44 Pureblood 700 Senior Single Non-Union Male Graduated Hufflepuff
2840 35 Pureblood 480 Senior Married Non-Union Male Graduated Gryffindor
2841 55 Pureblood 846 Senior Married Union Female Graduated Ravenclaw
2842 20 Pureblood 136 Senior Single Non-Union Male Graduated Ravenclaw
2843 59 Pureblood 894.23 Senior Married Non-Union Male Drop-Out Ravenclaw
2844 56 Pureblood 1432.69 Senior Married Non-Union Female Graduated Ravenclaw
2845 55 Pureblood 850 Senior Single Non-Union Female Graduated Hufflepuff
2846 34 Pureblood 384.61 Senior Married Non-Union Male Graduated Hufflepuff
2847 30 Pureblood 505.5 Senior Married Non-Union Female Graduated Hufflepuff
2848 55 Pureblood 73.5 Junior Single Non-Union Male Graduated Ravenclaw
2849 31 Pureblood 1153.84 Senior Married Non-Union Male Graduated Ravenclaw
2850 31 Pureblood 538.46 Senior Married Non-Union Female Graduated Ravenclaw
2851 29 Pureblood 346.15 Senior Married Non-Union Male Graduated Slytherin
2852 40 Pureblood 7.94 Junior Single Non-Union Male Graduated Gryffindor
2853 43 Pureblood 1884 Senior Single Non-Union Male Graduated Gryffindor
2854 40 Pureblood 961.53 Senior Single Non-Union Male Graduated Gryffindor
2855 42 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
2856 54 Pureblood 576 Senior Married Non-Union Female Graduated Hufflepuff
2857 33 Pureblood 200 Senior Married Non-Union Female Graduated Slytherin
2858 55 Pureblood 304 Senior Married Non-Union Male Drop-Out Slytherin
2859 55 Pureblood 412.5 Senior Married Non-Union Female Graduated Slytherin
2860 48 Pureblood 720 Senior Married Non-Union Male Graduated Hufflepuff
2861 35 Muggle-Born 647.5 Senior Married Non-Union Male Graduated Ravenclaw
2862 32 Pureblood 2019.23 Senior Married Non-Union Male Graduated Gryffindor
2863 33 Pureblood 625 Senior Married Non-Union Female Drop-Out Gryffindor
2864 28 Pureblood 769 Senior Single Non-Union Male Drop-Out Slytherin
2865 48 Muggle-Born 876.92 Senior Single Non-Union Female Drop-Out Ravenclaw
2866 42 Pureblood 2115.38 Senior Single Non-Union Female Graduated Gryffindor
2867 19 Pureblood 320 Senior Single Non-Union Male Drop-Out Ravenclaw
2868 46 Halfblood 740 Senior Married Non-Union Male Drop-Out Ravenclaw
2869 46 Pureblood 400 Senior Single Non-Union Female Graduated Gryffindor
2870 28 Pureblood 576.92 Senior Married Non-Union Male Graduated Slytherin
2871 29 Pureblood 500 Senior Married Non-Union Female Drop-Out Slytherin
2872 31 Pureblood 601.5 Senior Single Non-Union Male Graduated Gryffindor
2873 40 Pureblood 1540 Senior Married Non-Union Male Graduated Slytherin
2874 55 Pureblood 788.46 Senior Single Non-Union Male Graduated Slytherin
2875 39 Pureblood 1307.69 Senior Single Non-Union Female Graduated Gryffindor
2876 57 Pureblood 1846.15 Senior Married Union Male Graduated Gryffindor
2877 52 Pureblood 1849 Senior Married Non-Union Female Graduated Gryffindor
2878 45 Pureblood 865 Senior Single Non-Union Female Graduated Slytherin
2879 56 Pureblood 865.38 Senior Married Non-Union Male Graduated Gryffindor
2880 55 Pureblood 300 Senior Married Non-Union Female Graduated Gryffindor
2881 36 Pureblood 1280 Senior Married Non-Union Male Graduated Slytherin
2882 51 Pureblood 184.61 Senior Married Non-Union Female Graduated Slytherin
2883 43 Pureblood 269 Junior Married Non-Union Female Drop-Out Slytherin
2884 43 Pureblood 120 Senior Single Non-Union Female Drop-Out Slytherin
2885 50 Pureblood 961.53 Senior Married Union Male Graduated Gryffindor
2886 28 Pureblood 903.84 Senior Single Non-Union Male Graduated Gryffindor
2887 28 Pureblood 1346.15 Senior Single Non-Union Female Graduated Gryffindor
2888 32 Pureblood 1723.82 Senior Married Non-Union Male Graduated Ravenclaw
2889 31 Pureblood 50 Senior Married Non-Union Female Graduated Ravenclaw
2890 40 Pureblood 1211.2 Senior Married Non-Union Female Graduated Gryffindor
2891 23 Muggle-Born 786 Senior Single Non-Union Male Drop-Out Ravenclaw
2892 25 Muggle-Born 550 Senior Single Union Female Drop-Out Ravenclaw
2893 46 Pureblood 384.61 Senior Single Non-Union Male Graduated Hufflepuff
2894 47 Pureblood 646 Senior Single Non-Union Male Drop-Out Hufflepuff
2895 51 Pureblood 760 Senior Married Union Male Graduated Hufflepuff
2896 46 Pureblood 690 Senior Married Union Female Drop-Out Hufflepuff
2897 58 Pureblood 592 Senior Single Non-Union Female Drop-Out Hufflepuff
2898 57 Pureblood 2115.38 Senior Married Non-Union Male Graduated Hufflepuff
2899 56 Pureblood 416.66 Senior Married Union Female Drop-Out Hufflepuff
2900 58 Pureblood 673.07 Senior Single Non-Union Female Drop-Out Hufflepuff
2901 56 Pureblood 2500 Junior Married Union Male Graduated Hufflepuff
2902 55 Pureblood 448.97 Senior Married Non-Union Female Drop-Out Hufflepuff
2903 58 Pureblood 480.76 Junior Single Non-Union Female Drop-Out Hufflepuff
2904 38 Pureblood 673.07 Senior Married Non-Union Male Graduated Hufflepuff
2905 38 Pureblood 692.3 Senior Married Non-Union Female Graduated Hufflepuff
2906 61 Pureblood 558.8 Senior Married Non-Union Male Drop-Out Hufflepuff
2907 61 Pureblood 592 Senior Married Non-Union Female Drop-Out Hufflepuff
2908 57 Muggle-Born 1038.46 Senior Married Non-Union Male Graduated Slytherin
2909 55 Muggle-Born 1038.46 Senior Married Union Female Graduated Slytherin
2910 55 Halfblood 769.2 Senior Married Non-Union Female Drop-Out Ravenclaw
2911 44 Muggle-Born 1923.07 Senior Married Non-Union Male Graduated Slytherin
2912 39 Pureblood 1057.69 Senior Married Non-Union Female Graduated Slytherin
2913 31 Pureblood 615.38 Senior Single Non-Union Male Graduated Hufflepuff
2914 60 Halfblood 576.92 Senior Married Non-Union Female Drop-Out Slytherin
2915 50 Pureblood 500 Senior Married Non-Union Female Graduated Gryffindor
2916 30 Pureblood 320 Senior Married Non-Union Male Drop-Out Slytherin
2917 30 Pureblood 600 Junior Married Non-Union Female Drop-Out Slytherin
2918 41 Pureblood 410.2 Senior Single Union Female Graduated Hufflepuff
2919 53 Pureblood 992.4 Senior Married Non-Union Male Graduated Hufflepuff
2920 47 Pureblood 1070 Senior Married Non-Union Female Graduated Hufflepuff
2921 41 Muggle-Born 866 Junior Married Non-Union Female Graduated Ravenclaw
2922 45 Muggle-Born 480 Senior Married Non-Union Female Graduated Slytherin
2923 35 Pureblood 46 Senior Married Non-Union Female Graduated Gryffindor
2924 44 Pureblood 576 Junior Single Non-Union Female Graduated Gryffindor
2925 62 Pureblood 1500 Senior Single Union Male Graduated Gryffindor
2926 53 Pureblood 500 Senior Married Non-Union Male Graduated Ravenclaw
2927 27 Pureblood 1000 Senior Married Non-Union Male Graduated Ravenclaw
2928 50 Pureblood 1200 Senior Married Non-Union Male Drop-Out Hufflepuff
2929 48 Pureblood 156 Senior Married Non-Union Female Drop-Out Hufflepuff
2930 43 Pureblood 1283.2 Senior Single Non-Union Female Graduated Ravenclaw
2931 35 Pureblood 600 Senior Single Non-Union Female Drop-Out Ravenclaw
2932 57 Halfblood 1360 Senior Married Union Male Graduated Slytherin
2933 48 Halfblood 170 Junior Married Union Female Graduated Slytherin
2934 40 Pureblood 680 Senior Married Non-Union Male Graduated Hufflepuff
2935 53 Muggle-Born 600 Senior Single Non-Union Male Drop-Out Slytherin
2936 60 Pureblood 1153.84 Junior Married Union Male Graduated Ravenclaw
2937 27 Pureblood 461.53 Senior Married Non-Union Male Graduated Hufflepuff
2938 22 Pureblood 112 Senior Married Non-Union Female Graduated Hufflepuff
2939 51 Pureblood 961.53 Senior Married Non-Union Male Graduated Hufflepuff
2940 47 Pureblood 692.3 Senior Married Non-Union Female Graduated Hufflepuff
2941 42 Pureblood 620 Senior Married Non-Union Female Drop-Out Gryffindor
2942 44 Pureblood 480.76 Senior Single Non-Union Female Drop-Out Hufflepuff
2943 44 Pureblood 1274 Junior Single Non-Union Male Graduated Gryffindor
2944 24 Pureblood 680 Senior Single Non-Union Male Graduated Hufflepuff
2945 28 Pureblood 440 Senior Single Non-Union Female Drop-Out Hufflepuff
2946 63 Pureblood 384 Senior Married Non-Union Male Graduated Hufflepuff
2947 30 Pureblood 680 Junior Married Non-Union Male Graduated Slytherin
2948 39 Pureblood 200 Senior Married Non-Union Female Graduated Slytherin
2949 54 Pureblood 640 Senior Married Non-Union Male Graduated Slytherin
2950 52 Pureblood 640 Senior Married Non-Union Female Graduated Slytherin
2951 48 Pureblood 2884.61 Senior Married Non-Union Male Graduated Ravenclaw
2952 53 Pureblood 860 Senior Married Union Male Drop-Out Ravenclaw
2953 43 Pureblood 840 Senior Married Non-Union Male Graduated Ravenclaw
2954 40 Pureblood 155 Junior Married Non-Union Female Graduated Ravenclaw
2955 61 Pureblood 2307.46 Senior Married Non-Union Male Graduated Hufflepuff
2956 60 Pureblood 103 Senior Married Non-Union Female Graduated Hufflepuff
2957 62 Pureblood 1000 Senior Married Non-Union Male Graduated Hufflepuff
2958 18 Pureblood 202.5 Junior Single Non-Union Male Graduated Slytherin
2959 38 Pureblood 7 Junior Married Non-Union Female Drop-Out Slytherin
2960 35 Pureblood 769.23 Senior Married Union Male Graduated Slytherin
2961 29 Pureblood 730.76 Junior Married Non-Union Female Graduated Slytherin
2962 56 Pureblood 480.76 Senior Single Union Male Graduated Ravenclaw
2963 51 Pureblood 900 Senior Single Non-Union Male Drop-Out Hufflepuff
2964 53 Pureblood 480 Senior Single Non-Union Female Graduated Ravenclaw
2965 38 Pureblood 1634.61 Senior Married Non-Union Male Graduated Hufflepuff
2966 33 Pureblood 115.38 Junior Married Non-Union Female Graduated Hufflepuff
2967 39 Pureblood 300 Senior Married Non-Union Male Graduated Slytherin
2968 44 Pureblood 576.92 Senior Married Non-Union Female Drop-Out Slytherin
2969 42 Pureblood 769.23 Senior Married Non-Union Male Graduated Slytherin
2970 41 Pureblood 769.23 Senior Married Non-Union Female Graduated Slytherin
2971 31 Halfblood 270 Senior Single Non-Union Female Graduated Slytherin
